Fecha;Departamento;Municipio;Día;Hora;Barrio;MES;Zona;Clase de sitio;Arma empleada;Móvil Victima;MOVIL_AGRESOR;Edad;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;GENERO;DESCRIPCION_CONDUCTA;Cantidad
22/05/2022;CALDAS;CHINCHINÁ;Domingo;2:50:00;JORGE ELIECER GAITAN;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;17174000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CALDAS;MANIZALES (CT);Domingo;2:00:00;CENTRO;may.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;33;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;17001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAQUETÁ;SAN JOSÉ DEL FRAGUA;Domingo;10:31:00;VDA.  EL PORVENIR;may.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;34;SOLTERO;COLOMBIA;DELINCUENCIA;-;PRIMARIA;18610000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAQUETÁ;SOLITA;Domingo;23:00:00;CENTRO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;18785000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAUCA;CAJIBÍO;Domingo;1:00:00;VDA EL ARADO;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;17;SOLTERO;COLOMBIA;ESTUDIANTE;NO REPORTADA;SECUNDARIA;19130000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAUCA;PUERTO TEJADA;Domingo;0:50:00;Vda La Pailita;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19573000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAUCA;SANTANDER DE QUILICHAO;Domingo;21:30:00;CORREGIMIENTO DE MONDOMO;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;16;SOLTERO;COLOMBIA;ESTUDIANTE;NO REPORTADA;SECUNDARIA;19698000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CAUCA;SANTANDER DE QUILICHAO;Domingo;4:53:00;VDA EL PALMAR;may.;RURAL;CARRETERA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19698000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CESAR;VALLEDUPAR (CT);Domingo;15:00:00;25 DE DICIEMBRE;may.;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;30;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CÓRDOBA;MONTERÍA (CT);Domingo;22:40:00;URB. LOS RECUERDOS;may.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;33;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CÓRDOBA;MONTERÍA (CT);Domingo;5:50:00;LA COQUERA;may.;URBANA;BARES, CANTINAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;38;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;3:20:00;POTOSI E-19;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;2:31:00;INGLES E-18;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;2:31:00;INGLES E-18;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;11001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;13:24:00;SAUCEDAL E-8;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;CUNDINAMARCA;MADRID;Domingo;7:12:00;CENTRO;may.;URBANA;APARTAMENTO EN CONJUNTO CERRADO;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;SOLTERO;VENEZUELA;INDEPENDIENTE;-;SECUNDARIA;25430000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;HUILA;GARZÓN;Domingo;17:12:00;VEREDA BAJO SARTENEJO;may.;RURAL;QUEBRADA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;31;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;41298000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;MAGDALENA;ALGARROBO;Domingo;21:40:00;EL CARMEN;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;47030000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;MAGDALENA;EL BANCO;Domingo;17:35:00;CORREGIMIENTO LOS NEGRITOS;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;26;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;47245000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;META;FUENTE DE ORO;Domingo;21:00:00;INSPECCION LA UNION DEL ARIARI;may.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50287000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;META;GRANADA;Domingo;1:50:00;MONTOYA PAVA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;37;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50313000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;NORTE DE SANTANDER;SARDINATA;Domingo;7:30:00;CORREGIMIENTO LIBANO;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;35;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;54720000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;RISARALDA;LA VIRGINIA;Domingo;14:00:00;ALFONSO LOPEZ;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;66400000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;RISARALDA;PEREIRA (CT);Domingo;1:36:00;EL DORADO;may.;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;66001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;SANTANDER;BARRANCABERMEJA;Domingo;22:00:00;9 DE ABRIL;may.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;68081000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;SANTANDER;FLORIDABLANCA;Domingo;1:30:00;LA CUMBRE;may.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;50;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;68276000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;SUCRE;SAN MARCOS;Domingo;2:15:00;VEREDA EL TORNO;may.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;70708000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;SUCRE;SAN MARCOS;Domingo;2:15:00;VEREDA EL TORNO;may.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;31;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;70708000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;TOLIMA;LÍBANO;Domingo;19:15:00;VRDA. SANTA TERESA;may.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;22;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;73411000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;CALI (CT);Domingo;6:40:00;PETECUY I E6;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;CALIMA;Domingo;5:45:00;VEREDA SAN JOSE;may.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;45;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76126000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;FLORIDA;Domingo;2:30:00;CGTO EL TAMBORAL;may.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76275000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;GUACARÍ;Domingo;21:20:00;NUEVA INDEPENDENCIA;may.;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;52;UNION LIBRE;VENEZUELA;EMPLEADO PARTICULAR;-;SECUNDARIA;76318000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;GUADALAJARA DE BUGA;Domingo;12:15:00;PALO BLANCO;may.;URBANA;ESTABLECIMIENTO DE COMERCIO;ARMA DE FUEGO;A PIE;A PIE;44;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76111000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;JAMUNDÍ;Domingo;13:00:00;CGTO TIMBA (24-S-01);may.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;29;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76364000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
22/05/2022;VALLE;YUMBO;Domingo;0:30:00;BELLAVISTA E25;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76892000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ANTIOQUIA;ANORÍ;Lunes;23:40:00;LA PLAYITA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;5040000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ANTIOQUIA;ANORÍ;Lunes;4:50:00;LOMA DEL CASCAJERO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;UNION LIBRE;COLOMBIA;EMPLEADO PUBLICO;-;SECUNDARIA;5040000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ANTIOQUIA;CIUDAD BOLÍVAR;Lunes;18:05:00;LA FLORESTA PARTE BAJA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;SOLTERO;COLOMBIA;DEPORTISTA;-;SECUNDARIA;5101000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ANTIOQUIA;PUEBLORRICO;Lunes;8:20:00;LA GOMEZ;may.;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;5576000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ANTIOQUIA;RIONEGRO;Lunes;18:51:00;SECTOR GALERIA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;25;SOLTERO;VENEZUELA;INDEPENDIENTE;-;PRIMARIA;5615000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ARAUCA;ARAUQUITA;Lunes;16:00:00;VEREDA LOS ANGELES;may.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;43;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;81065000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;ARAUCA;SARAVENA;Lunes;13:00:00;EL JARDIN;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;38;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;81736000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;BOLÍVAR;EL CARMEN DE BOLÍVAR;Lunes;8:10:00;CORREG. EL SALADO;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;32;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;13244000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CALDAS;MANIZALES (CT);Lunes;19:20:00;SAMARIA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;17001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CALDAS;VILLAMARÍA;Lunes;10:30:00;VDA SANTO DOMINGO;may.;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;66;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;17873000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CAQUETÁ;SAN VICENTE DEL CAGUÁN;Lunes;18:20:00;VILLA FERRO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;UNION LIBRE;COLOMBIA;GANADERO;-;SECUNDARIA;18753000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CAUCA;CALOTO;Lunes;9:30:00;VDA SANTA ROSA;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;37;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19142000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CESAR;VALLEDUPAR (CT);Lunes;19:00:00;9 DE MARZO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;22;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CÓRDOBA;MONTELÍBANO;Lunes;19:45:00;CORINA URIBE;may.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;45;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;23466000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;20:15:00;SAN VICENTE FERRER E-6;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;NO REPORTADO;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;13:42:00;PUERTA AL LLANO E-5;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;57;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;4:18:00;SAN BERNARDO E-3;may.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;CUNDINAMARCA;SOACHA;Lunes;19:00:00;LOS OLIVOS 4 SECTOR;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;SOLTERO;VENEZUELA;DESEMPLEADO;-;SECUNDARIA;25754000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;HUILA;IQUIRA;Lunes;0:20:00;VEREDA VALENCIA DE LA PAZ;may.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;PRIMARIA;41357000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;NARIÑO;CUMBAL;Lunes;19:00:00;VDA CUETIAL;may.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;UNION LIBRE;COLOMBIA;ETNIA INDIGENA;-;PRIMARIA;52227000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;NORTE DE SANTANDER;TEORAMA;Lunes;18:30:00;VEREDA LA MURALLA;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;27;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;NO REPORTADO;54800000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;NORTE DE SANTANDER;TEORAMA;Lunes;18:30:00;VEREDA LA MURALLA;may.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;33;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;NO REPORTADO;54800000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;QUINDÍO;ARMENIA (CT);Lunes;22:06:00;AV. MONTECARLO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;63001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;QUINDÍO;CIRCASIA;Lunes;10:48:00;LA MILAGROSA;may.;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;73;UNION LIBRE;COLOMBIA;AMA DE CASA;-;SECUNDARIA;63190000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;RISARALDA;DOSQUEBRADAS;Lunes;23:05:00;LA AURORA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;66170000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;SANTANDER;BARRANCABERMEJA;Lunes;14:30:00;LAS PLAYAS;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;43;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;68081000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;TOLIMA;IBAGUÉ (CT);Lunes;13:00:00;CENTRO;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CALI (CT);Lunes;18:30:00;BRISAS DE MAYO E20;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CALI (CT);Lunes;1:30:00;PUEBLO JOVEN E20;may.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CALI (CT);Lunes;8:20:00;OBRERO E9;may.;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;CONTUNDENTES;A PIE;A PIE;49;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CALI (CT);Lunes;15:05:00;SECTOR ALTO LOS CHORROS E18;may.;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;45;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CALI (CT);Lunes;14:28:00;EL VERGEL E13;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;CANDELARIA;Lunes;16:43:00;CGTO EL CARMELO;may.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;CONDUCTOR TAXI;PASAJERO TAXI;73;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76130000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
23/05/2022;VALLE;LA UNIÓN;Lunes;18:30:00;POPULAR;may.;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;CONDUCTOR MOTOCICLETA;50;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76400000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ANTIOQUIA;EL CARMEN DE VIBORAL;Martes;23:25:00;EL PROGRESO;may.;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5148000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ANTIOQUIA;REMEDIOS;Martes;22:20:00;PARQUE PRINCIPAL;may.;URBANA;ESTABLECIMIENTO DE COMERCIO;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;37;UNION LIBRE;COLOMBIA;EMPLEADO POLICIAL;TECNICO PROFESIONAL EN SERVICIO DE POLICIA;TECNICO;5604000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ANTIOQUIA;SONSON;Martes;17:05:00;GUAMAL;may.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;19;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;5756000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ANTIOQUIA;TURBO;Martes;22:10:00;VDA. EL CAIMAN;may.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;20;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5837000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ATLÁNTICO;BARRANQUILLA (CT);Martes;9:00:00;BOLICHE;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ATLÁNTICO;BARRANQUILLA (CT);Martes;15:45:00;EL BOSQUE;may.;URBANA;TIENDA;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;24;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;ATLÁNTICO;BARRANQUILLA (CT);Martes;21:12:00;LAS MALVINAS;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;30;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;BOLÍVAR;CARTAGENA (CT);Martes;2:00:00;BOCA CHICA ISLA;may.;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;PASAJERO BARCO;21;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;BOLÍVAR;CARTAGENA (CT);Martes;2:30:00;CTO. BARU;may.;URBANA;PLAYA;ARMA DE FUEGO;A PIE;A PIE;29;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;BOLÍVAR;CARTAGENA (CT);Martes;2:30:00;CTO. BARU;may.;URBANA;PLAYA;ARMA DE FUEGO;A PIE;A PIE;44;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;CESAR;VALLEDUPAR (CT);Martes;16:18:00;RIO GUATAPURI;may.;RURAL;PUENTE PEATONAL;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
24/05/2022;CHOCÓ;QUIBDÓ (CT);Martes;19:05:00;CASCORVA;may.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;SOLTERO;VENEZUELA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
