FECHA,DIA,HORA,BARRIO,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,ESCOLARIDAD,DESCRIPCION_CONDUCTA
2020-11-04,Miércoles,11:27:00,ENGATIVA CENTRO E-10,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,21,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-04,Miércoles,18:51:00,ENGATIVA CENTRO E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,31,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,08:00:00,PRADO VERANIEGO E-11,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,28,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,12:00:00,ENTRE RIOS E-12,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,19:00:00,TINTALA E-8,URBANA,APARTAMENTO EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,32,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,22:00:00,QUINTA PAREDES E-13,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",SIN EMPLEO DE ARMAS,A PIE,45,DIVORCIADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,07:30:00,LA ALBORADA E-11,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,DESEMPLEADO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,20:55:00,LA CABRERA E-2,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,48,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-05,Jueves,20:18:00,LOMBARDIA III E-11,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,62,VIUDO,COLOMBIA,PENSIONADO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,11:00:00,CHICO NAVARRA E-1,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,47,CASADO,COLOMBIA,GANADERO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,10:30:00,ABRAHAM LINCON E-6,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,37,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,18:00:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,66,CASADO,COLOMBIA,PENSIONADO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,02:00:00,ALCALA E-16,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,19,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,01:30:00,CHAPINERO CENTRAL E-2,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-06,Viernes,07:08:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,-,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-07,Sábado,14:00:00,SANTANDER E-15,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,24,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-07,Sábado,12:00:00,MAZUREN I SECTOR E-11,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,18,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-07,Sábado,20:00:00,CAOBOS SALAZAR NORTE E-1,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,37,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-07,Sábado,20:30:00,CIUDAD KENNEDY SPMZ 9B E-8,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,60,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-07,Sábado,14:15:00,LAS FLORES E-11,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,30,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-08,Domingo,22:40:00,TOCAREMA E-8,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,43,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-08,Domingo,14:42:00,CIUDAD SALITRE II E-13,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,39,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-08,Domingo,19:28:00,SANTA BARBARA E-1,URBANA,ALOJAMIENTO,SIN EMPLEO DE ARMAS,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,10:00:00,LAS ORQUIDEAS E-1,URBANA,EMPRESA,CARTA EXTORSIVA,A PIE,34,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,12:00:00,NUEVO MUZU I SECTOR E-6,URBANA,CASA DE LENOCINIO,SIN EMPLEO DE ARMAS,A PIE,16,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,13:00:00,CIUDAD SALITRE II E-13,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,11:30:00,LA CAÑIZA SECTOR I E-11,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAMADA TELEFONICA,A PIE,49,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,06:00:00,EL NOGAL E-2,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,42,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,07:30:00,LA COLINA CAMPESTRE V SECTOR E-11,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,49,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,23:30:00,EL RESTREPO E-15,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,24,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-09,Lunes,22:40:00,CEDRO BOLIVAR II SECTOR E-1,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,49,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-10,Martes,00:00:00,TEUSAQUILLO E-13,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,45,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-10,Martes,09:00:00,SAN CAYETANO E-11,URBANA,OTRO,REDES SOCIALES,A PIE,32,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-10,Martes,11:00:00,LA CAMPIÑA E-8,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,39,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-10,Martes,16:00:00,RINCON DE LA ESTANCIA E-19,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,27,UNION LIBRE,COLOMBIA,EDUCADOR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-10,Martes,07:35:00,BRITALIA E-11,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,40,SOLTERO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,00:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,27,UNION LIBRE,-,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,08:00:00,MARLY E-2,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,32,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,11:00:00,LA MARICHUELA E-5,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,43,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,20:00:00,POTOSI E-11,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,39,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,01:00:00,CHICO SUR E-7,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,29,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,01:00:00,ENGATIVA CENTRO E-10,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,26,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,14:15:00,ANTONIO JOSE DE SUCRE E-5,URBANA,PERIMETRO URBANO,REDES SOCIALES,A PIE,23,SOLTERO,COLOMBIA,DESEMPLEADO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-11,Miércoles,23:40:00,BRANTEVILLA E-11,URBANA,CONJUNTO RESIDENCIAL,REDES SOCIALES,A PIE,39,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,10:00:00,LOS ALCAPARROS DE SUBA E-11,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,42,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,00:00:00,BELLA SUIZA E-1,URBANA,OTRO,LLAMADA TELEFONICA,A PIE,27,SOLTERO,-,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,08:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,51,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,11:00:00,EL TUNAL E-6,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,12:00:00,NUEVA USME E-5,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,29,SOLTERO,-,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,12:00:00,SABANAS DEL DORADO E-10,URBANA,ESTABLECIMIENTO DE COMERCIO,LLAMADA TELEFONICA,A PIE,50,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,17:00:00,LA GRANJA E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,40,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,14:30:00,SAN ANDRESITO LA 38 E-16,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,19:30:00,SANTA HELENITA E-10,URBANA,AEROPUERTO,LLAMADA TELEFONICA,A PIE,42,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,10:29:00,LUIS CARLOS GALAN E-10,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,31,UNION LIBRE,COLOMBIA,AMA DE CASA,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,07:44:00,LOS ROSALES E-2,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,19,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-12,Jueves,01:25:00,EL PINAR E-1,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,38,SOLTERO,-,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,10:00:00,CENTRO FONTIBON E-9,URBANA,ESTABLECIMIENTO PUBLICO,REDES SOCIALES,A PIE,29,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,00:00:00,BELLA SUIZA E-1,URBANA,OTRO,REDES SOCIALES,A PIE,27,UNION LIBRE,-,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,12:00:00,BARRANCAS ALTO E-1,URBANA,BANCOS,REDES SOCIALES,A PIE,40,UNION LIBRE,COLOMBIA,AMA DE CASA,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,19:00:00,VERBENAL E-1,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,42,UNION LIBRE,COLOMBIA,DESEMPLEADO,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,20:00:00,ENGATIVA CENTRO E-10,URBANA,CAFE INTERNET,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,21:00:00,TINTALITO E-8,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,24,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,04:00:00,TEUSAQUILLO E-13,URBANA,APARTAMENTO,NO REPORTADO,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,01:30:00,ALAMOS NORTE NOROCCIDENTAL E-10,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,18,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,14:05:00,BELLA SUIZA E-1,URBANA,CARCELES,DIRECTA,A PIE,27,SOLTERO,-,DESEMPLEADO,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2020-11-13,Viernes,15:22:00,PIO XII E-8,URBANA,APARTAMENTO EN CONJUNTO CERRADO,LLAMADA TELEFONICA,A PIE,37,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,17:00:00,MIRANDELA E-11,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,32,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,19:00:00,RESTREPO E-15,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,24,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,01:30:00,PABLO SEXTO E-7,URBANA,ESTACION TRANSMILENIO PORTAL DEL NORTE,LLAMADA TELEFONICA,A PIE,19,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,11:44:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,CARTA EXTORSIVA,A PIE,32,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,09:14:00,EL NOGAL E-11,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,31,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2020-11-14,Sábado,07:06:00,OCHO DE DICIEMBRE E-19,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,10:00:00,CEDRITOS E-1,URBANA,LOCAL COMERCIAL,REDES SOCIALES,A PIE,40,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,08:00:00,CANTALEJO E-11,URBANA,DENTRO DE LA VIVIENDA,REDES SOCIALES,A PIE,44,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,11:00:00,CENTRO COMERCIAL TUNAL E-6,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,23,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,11:00:00,LA PRADERA NORTE E-1,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,46,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,15:00:00,EL CEDRO E-10,URBANA,DENTRO DE LA VIVIENDA,REDES SOCIALES,A PIE,44,UNION LIBRE,COLOMBIA,EDUCADOR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,12:00:00,NUEVO KENNEDY E-8,URBANA,ALOJAMIENTO,REDES SOCIALES,A PIE,34,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,10:30:00,PATIO BONITO II SECTOR E-8,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,38,CASADO,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,18:00:00,HIPOTECHO OCCIDENTAL E-8,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,36,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,09:30:00,SAN ANTONIO E-1,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,20:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,23,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,20:00:00,CIUDADELA EL RECREO E-7,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,42,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,20:00:00,GRANADA SUR E-4,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,34,SOLTERO,COLOMBIA,DESEMPLEADO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,20:00:00,OSPINA PEREZ E-16,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,56,CASADO,COLOMBIA,AMA DE CASA,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,07:00:00,LA GAITANA E-11,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,08:30:00,LOS LAURELES E-7,URBANA,APARTAMENTO EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,08:30:00,SANTA MATILDE E-16,URBANA,OTRO,LLAMADA TELEFONICA,A PIE,41,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,ALQUERIAS DE LA FRAGUA VILLANUEVA E-8,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,BUENAVISTA II E-1,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,34,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,PARDO RUBIO E-2,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,19,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,SAN FRANCISCO E-16,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,REDES SOCIALES,A PIE,28,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,VERSALLES E-9,URBANA,DENTRO DE LA VIVIENDA,REDES SOCIALES,A PIE,18,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,21:00:00,VILLA MARIA I E-11,URBANA,SUPERMERCADOS,REDES SOCIALES,A PIE,55,CASADO,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,18:30:00,SANTA TERESA E-1,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,48,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,ALAMOS I E-10,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,CANODROMO E-11,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,44,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,EL CHILCAL E-19,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,46,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,LA GRANJA E-10,RURAL,CASAS DE HABITACION,REDES SOCIALES,A PIE,25,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,VILLA MARIA I E-11,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,32,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,19:30:00,VILLAS DE VIZCAYA E-7,URBANA,CONJUNTO RESIDENCIAL,REDES SOCIALES,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,BOSA E-7,URBANA,ALOJAMIENTO,REDES SOCIALES,A PIE,30,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,CAPELLANIA E-9,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,34,CASADO,COLOMBIA,EMPLEADO PUBLICO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,24,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,CONCEPCION NORTE E-12,URBANA,DENTRO DE LA VIVIENDA,REDES SOCIALES,A PIE,21,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,LA FISCALA E-5,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,LOS ROSALES E-2,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,38,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,SANTA RITA E-11,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,32,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,22:00:00,TINTAL E-8,URBANA,MÓVIL,REDES SOCIALES,A PIE,57,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2020-11-15,Domingo,20:30:00,CEDRO CLARO E-1,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,53,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
